id,text,duration
sample_00009259,وهذاكا علاش اليوم مهم برشا إنو إنصوروا إنهزوا الكاميرا إنصوروا وإنوريوا الحقيقة للناس الكل,7.761
sample_00009260,خليها تخرج الحقيقة pour dire au mon pour dire للناس الكل ثمة حاجات qui compte اليوم pour nous اللي يلزمنا نحميوها,8
sample_00009261,باهي donc l'amazonie ولا أي غابة أخرى ولا أي شجرة كي تتحرق اليوم إنشوفوها وإنشوفوا vidéo الناس الكل آ هكا قلبنا يتوجع آه إنحسوا عليهم,10.801
sample_00009262,لكن كي نقول لكم اليوم اللي ثمة غابة أكبر وأهم قاعدة تتحرق وماناش قاعدين إنشوفوا فيها,6.94
sample_00009263,تعرفوها وللا bon إنخليكم تخمموا فيها شوية,2.58
sample_00009264,الغابة هذيا توصل تعطينا أكثر من خمسة وسبعين في المية مال l oxygène اللي نتفسوا فيه,4.721
sample_00009265,معناها كان الغابة هذيا ما عادش تكون موجودة على وجه الأرض أم أحنا إنزيدوا هكا شوية يقعدوا كعيبتين وإمبعد نمشيوا على رواحنا,7.04
sample_00009266,الغابة هذيا ماهيش موجودة وماهيش قاعدين إنشوفوا فيها plutôt مه ماناش قاعدين إنشوفوا فيها على خاطرها tout simplement الغابة هذيا موجودة تحت الما,7.741
sample_00009267,وكيما غابة لمازون أساسها الشجر الغابة هذيا أساسها هي ال corail,4.981
sample_00009268,يقول القايل المرجان آ علاش مهم المرجان آ علاش آ معنتها après tout المرجان كان يندثر ما ماهيش بش يتأثر حياتنا هكا وللا,8.881
sample_00009269,مش صحيح,0.88
sample_00009270,المرجان اليوم كان يندثر ثمة مليارن شخص على وجه الأرض ينجم ما عادش ن يلقى ما ياكل,7.181
sample_00009271,وهذايا آ footage متاع آ بلاصة متاع وين ال corail نلقاوا فيه ميت صورناه وأحنا غاديكا في آ بلاصة هاو بش نحكي لكم عليها,9.341
sample_00009272,donc ال corail كان يموت ثمة مليارن شخص اليوم qui risquent la famine الجوع,5.64
sample_00009273,ال corail اليوم كان يموت ثمة حوت صغير ما عادش بش يلقى ما ياكل donc يموت وكيما أحنا نقولوا حوت ياكل حوت وقليل الجهد يموت,8.841
sample_00009274,donc الحوت الكبير زادا ماعاش بش يلقى ما ياكل ونقعدوا طالعين في ال chaîne alimentaire لين نخلطوا لينا أحنا,5.821
sample_00009275,وهذاكا علاش اليوم ال corail مهم إنو نحكيوا عليه وإنوعيوا الناس بأهمية ال corail,5.921
sample_00009276,مشينا ل raja ampat c'est un archipel d'îles موجود في ouest papouasie فت بالتحديد في indonesia مع الحدود مع أستراليا,10.342
sample_00009277,l'archipel هذايا الناس plutôt ال les experts يسميوه le dernier paradis sur terre,6.081
sample_00009278,آخر جنة على وجه الأرض,2.02
sample_00009279,وال les biologistes يقولوا له the أ the amazon of the ocean أمازون المحيط,5.4
sample_00009280,وكي تمشي لغاديكا وتعمل ال plongée وتهبط تحت الما وتفهم علاش the amazon of the ocean وتفهم قداش الطبيعة لهنا قوية وقداش عطاتنا ressources اللي أحنا ماناش قاعدين نستحفظوا عليهم,11.961
sample_00009281,هزينا كاميرا كي العادة ومشينا غطسنا في أعماق الجنة هذيا,3.921
sample_00009282,وصورنا ال corail الميت,1.8
sample_00009283,وآ و والحق آ كي تشوف اللا كي تشوف اللا ال ال corail ميت غاديكا وإمبعد تشوف آ في بلاصة أخرى ال ال corail وهو لاباس عليه وتشوف ال différence إنت تبدى,10.722
sample_00009284,تحت الما وتبدى دايرين بيك خمسمية ولا ألفن حوتة م espèces متنوعين و requin متعدي من غادي و raie متعدية من غاديكا وتبدى إنت شايخ في وسط الل الحوتات أذوكم الكل الحيوانات أذوكم الكل قلبك يوجعك الحق,15.161
sample_00009285,bon أحنا م عملنا هكا إن أم هكا ولينا أصحاب هكا avec une famille de requin هكا sympathique cute عاللخر,6.961
sample_00009286,آ صورنا les footages متاعنا وروحنا juste بش تبدى عندكم فكرة كيفاش,5.4
sample_00009287,كيفاش البلاصة تكون وقت اللي آ وقت اللي يبدى فيها ال corail آ لاباس عليه هكا juste أذايا لمحة عال corail على البلاصة تبدى فيها corail لاباس عليه,9.701
sample_00009288,قداش تبدى une آ une pla آ بلاصة riche en en en biodiversité,5.34
sample_00009289,هذوما شوية مالتصاور ومال ومال مالحوت اللي اللي شفناه و ولمحة مال مال مالجمال الطبيعة اللي شفناها غاديكا,10.381
sample_00009290,وإنحبوا إنوريوها للناس الكل pour dire à tout le monde que ça v ça compte vraiment,5.781
sample_00009291,واللي لازمنا بالحق إنحافظوا عالحاجات هذوما,2.72
sample_00009292,ال les écosystèmes و les و les équilibres أذوما ça a pris des millions d'années pour s'installer,5.601
sample_00009293,خمسمياتن مليون عام لل corail qui est existe م ال خ ال le corail il existe depuis cinq cents millions d'années,7.041
sample_00009294,غابة لمازون elle existe depuis cinquante cinq millions d'années,3.721
sample_00009295,les requins اللي آنا إنحبهم برشا أربعمية وثلاثين مليون سنة,3.901
sample_00009296,و l'homo sapiens اللي هو أحنا أربعمياتن ألف سنة,3.601
sample_00009297,معناها في مية وسبعين سنة لي أحنا جينا بعد قداش من قداش من عام ملايين السنين خلطنا دمرنا أكثر من سبعين في المية مال مال beauté متاع ال les ressources هذوما,12.161
sample_00009298,لهنا une une question إنعاودوا نرجعوا لل question لي طرحناها في أول ال talk qu'est ce qui compte vraiment pour nous,7.201
sample_00009299,est ce que ça compte vraiment pour nous,2.921
sample_00009300,et وفي اللخر السو أ الجواب ساهل إنجموا أن معنتها إنجموا نحكيوا فيه,5.22
sample_00009301,ce qui compte vraiment pour nous c'est ce qu'on a vraiment envie de protéger,3.54
sample_00009302,في اللخر est ce qu on a vraiment envie de protéger ça وللا,4.02
sample_00009303,ولهنا هو الدور متاعنا و et j'espère avec ce talk لي آنا وصلت قنعتكم حتى un pour cent اللي ça compte vraiment merci,7.161
sample_00009304,آنا إنسان ا ملعون حاشاكم,2.56
sample_00009305,ا مولودة سبعة وعشرين آ septembre ألف وتسعمية وتسعة وثمانين,4.181
sample_00009306,برج ا الميزان,1.76
sample_00009307,معناها أتعس برج,1.42
sample_00009308,امور ا ميزاج وحاجات كيمن هكا هذيا اللعنة الثانية,4.431
sample_00009309,ولا لولة,0.55
sample_00009310,اللعنة الثانية اللي آنا الأخت الوسطانية ما نعرفش كان شكون آ فيكم آ خو وسطاني,5.09
sample_00009311,يع يعرفوني على شنوا قاعدة نحكي,1.97
sample_00009312,مانيش ال star متاع العايلة,1.77
sample_00009313,ال star متاع العايلة هي أختي الكبيرة l'événement,2.61
sample_00009314,هذيكا وإمبعد خويا الصغير اللي هو ال قريد العش وراجل,3.871
sample_00009315,bien sûr والم والوسطاني,1.81
sample_00009316,mi temps هذاكا ديما منسي,1.731
sample_00009317,أختي آنا م بالذات إتولدت عندها آم un défaut congénital كتفها مخلوع,6.951
sample_00009318,وإمبعد آك ال choc هذاكا كلاوه آ في أختي الكبيرة وإمبعد جيت آنا هكا,5.31
sample_00009319,ثمة تصويرة normalement voilà,2.38
sample_00009320,donc ما عادش آ surprise الحكاية حتى ف في الفازة هاذي ما ما خذيتش حظي معناها,5.2
sample_00009321,اللي هذيا ساقي اليمين,1.62
sample_00009322,إتولدت ا مخ مخلوعة من بلاصتها,2.22
sample_00009323,اللي آ هي أختي في كتفها و  في ساقي كل واحدة آ أهوكا في بلاصة,4.36
sample_00009324,و وهذيكا جبيرة منحيتها عمري عام وثمانية أشهر,3.08
sample_00009325,donc قعدت ا bébé,2.12
sample_00009326,بالجبيرة هذيا إتبدلت مرتين فيها نقبة من تالي يبدلوا فيها الكوش والكل قال لك كل مرة يبدلوها فيها ريحة آم,7.77
sample_00009327,حاجة ياسر ا عظيمة,2.03
sample_00009328,donc أمي كي نحات آ كي ن بعد ما نحات فرحانة هي باللا بال l'événement اللي,4.67
sample_00009329,وآنا بيدي فرحانة  عندي ساقين,2.083
sample_00009330,خاطر ما ما جربتهمش قبل,2.21
sample_00009331,وليت ا نجري,1.19
sample_00009332,ما نعرش نمشي نعرف كان نجري,1.361
sample_00009333,tellement فرحانة وأمي هكا تشد ا تربطني وآنا إن ا إنشفرها carrément,5.13
sample_00009334,نقول لها سام إن شاء الله تسامحني,1.86
sample_00009335,هي هي حكاتها لي الحكاية وبرشا حاجات آ هكا,3.67
sample_00009336,وإمبعد ا جات ا الطفولة لا م لا شيء يذكر,3.12
sample_00009337,إمبعد المراهقة لا شيء يذكر,1.82
sample_00009338,جا ال bac,1.11
sample_00009339,ال bac,1
sample_00009340,اللي هو bon لعنة بالنسبة للتوانسة surtout هو النا الناس الكل,4.08
sample_00009341,لكن آ bac آ très bien deux mille huit حبيت نتعدى médecine ياخي ما تعديتش médecine,5.68
sample_00009342,تعديت,1.1
sample_00009343,آ préparatoire faculté préparatoire biologie,2.52
sample_00009344,هربت مال math وال physique خاطر ما إنحبهمش ياخي نلقاوهم math و physique,3.99
sample_00009345,وزيدهم biologie و géologie,1.68
sample_00009346,قتلهم هذا الشي هذايا ما يساعدنيش,1.85
sample_00009347,donc آنا فهمت اللي آ ça y est م معناها حياتي ماللي تولدت,3.3
sample_00009348,آ مبرمجة déjà إنني آنا إنسان كنت آ محبوس في في بلاصة وإمبعد وليت آ على بعضه آ جرب إجري أعمل آ مس آ ديما je veux découvrir اللي هي في حد ذاتها لعنة كبيرة,11.031
sample_00009349,إمبعد ال bac,1.21
sample_00009350,تعديت ماو ثمة آك الل الترسيم آ يلزمك تعدي وبعد آ عطيتها فرصتها quand même ثلاثة أشهر آ قتلهم non c'est pas ça,6.939
sample_00009351,إنحب آ إنشوف حاجة أخرى ياخي إمبعد مشيت آ عملت إعادة توجيه عديت faculté médecine تونس سوسة مستير وصفاقس وما نجحت في حتى واحد,10.663
sample_00009352,آ إم عملت آم tournée باهية في تونس كإكتشفت برشا بلايصة أما أذاكا هو معناها ما روحت بحتى شي,6.247
sample_00009353,آ الحاجة الوحيدة لي نجمت نخلط عليها اللي هي l'anesthésie réanimation facult آم faculté l'école de santé de tunis,6.739
sample_00009354,مبنجة معناها تعديت فيها آم لكن من داخل من داخل آ موش هذا لي حبيت عليه حبيت نكون médecin je sauve les vies هكا وفازات,9.181
sample_00009355,ياخي إمبعد هي الل في ال l'école  فيها parcours très technique,4.6
sample_00009356,أ en parallèle مع ل مع ال théorique donc ن نمشيوا للسبيطارات عنا ستاجات وكل شي وكي زدت دخلت للسبيطار زدت تأكدت اللي آنا ما إنحبش نعملها الحكاية هذيا,8.301
sample_00009357,على خاطر نلقى روحي نعمل في كل شي sauf l'anesthésie,2.4
sample_00009358,enfin,0.92
sample_00009359,قلت خ أم ثمة حاجة مقلقتني من داخل,3.48
sample_00009360,أما في  كنت إنسان ياسر إنحب اللا وللتوا إنحب ياسر الموسيقى المسرح ال cinéma نستهلك برشا ثقافة,7.241
sample_00009361,وكنت ساعة ساعة هكا نكتب حاجات على facebook وعلى,2.9
sample_00009362,les plateformes على نواة آ هكا ساعات شوية,3.041
sample_00009363,لين عرضني casting radio mosaïque fm,3.021
sample_00009364,même pas آنا شفته enfin بعثتهولي واحدة صاحبتي قتلي ماكا إنتي مغرومة بالحكايات هاو يحبوا على des stagiaires في الصيف,6.441
sample_00009365,قتلهم أي علاش لا مشيت,2.18
sample_00009366,رب م بعثت آ e mail كتبت فيه آ حاجات اللي آ كتبتهم هكا شوية على على موقع نواة et cetera وإمبعد آ قلت أيا كان ثمة حاجة توا تو تخطف كان ماثماش هاني آ راقدة,13.061
sample_00009367,في الصيف ياخي جاني تاليفون واحد وسبعين مية وثلتعشن ألف عملت هكا نخزر له ونقول نعرفوا النومرو هذايا وقتها مازال ماثماش,7.52
sample_00009368,تفكرت اللي هو ال répondeur متاع mosaïque يعرفوه الناس الكل واحد وسبعين مية وثلتعشن ألف ألو عالسلامة تحبشي تجي تعمل casting بش ن إنش إنجربوك présélection أي مرحبا قتلهم إنجي,11.262
sample_00009369,مشيت نلقى الجماعة الكل آ faculté آم,4.521
sample_00009370,آ معهد الصحافة وعلوم لخبار l'ipsi كلهم إلا العبد لله قلت تو آنا بش يقبلوني مع الناس الكل أصحاب الإختصاص وكل شي,8
sample_00009371,تي هيا هاني جربت هاني جاية جيت عملت دورة دخلت أول مرة في حياتي ل mosaïque شفتها محلاها,4.841
sample_00009372,وخم و وعملت ال casting قالوا لي شتع شتعرف على الثقافة قتلهم نعرف كذا كذا كذا,5.541
sample_00009373,وراني تا وقالوا لي أحكي بع على روحك بثلاثة لغات francais وعربي و anglais هاخي حكيت على روحي بثلاثة لغات في ال micro عملوا test voix بالسلامة والجملة الشهيرة خلي تاليفونك محلول,11.922
sample_00009374,تاليفوني قعد محلول محلول محلول لين إنسيتها أصلا الحكاية يعاود يكلمني نفس النومرو واحد وسبعين ثلتعشن ألف,6.761
sample_00009375,وإمبعد نلقى آنا الوحيدة مال groupe هذاكا الكل اللي تقبلت,5.141
sample_00009376,bon قلت والله sympathique الفازة مش خايبة في الصيف,2.92
sample_00009377,أول مرة إنقابل وقتها نخدم مع هادي زعيم هادي زعيم,4.2
sample_00009378,صيف كامل يبعث فيا في المهرجانات مصروف أهوكا هزوني,4.841
sample_00009379,آ س نلقى روحي مع des stars آ مارسيل خليفة عباد أ aim أ stromaed دخت آنا وقتها عمري آ أربع وعشرين سنة ونعمل معاهم في des interviews راو ماو بكل ثقة في النفس والكل بعد bien sûr الكلهم يتلوحوا خاطر يطلعوا الكلهم خايبين,14.231
sample_00009380,آ كملت كملت في الحكاية هذيكا جا ça y est وفى الصيف,5.32
sample_00009381,بطبيعتهم وقتها ماثماش recrutement وآنا يلزمني إنكمل آ العام لخر وقتها في ال l'anesthésie  آنا في ال l'anesthésie كل عام بزوز,7.48
sample_00009382,إنعاود,0.86
sample_00009383,وأذاكا م لخاطر آنا من داخل مانيش مرتاحة في الحكاية هذيكا عديتها إكتشفت برشا حاجات,5.741
sample_00009384,الباهي والخايب الكل عملته في ال faculté اللي عمري ما عملته عملته وقتها خاطر قبل ما فم في المراهقة الحق ما كنت مريقلة enfin,8.621
sample_00009385,ياخي إمبعد آ وين وصلنا أحنا وصلنا ل mosaïque,4.241
sample_00009386,بدات آ الحكاية خذيت هاك المصروف,2.901
sample_00009387,وإمبعد بدات إتدور في راسي est ce que آنا أخاطر عجبتني برشا ولقيت روحي ياسر performante فيها,6.48
sample_00009388,est ce que إنكمل فيها وإلا لا خاطر هوما قالوا لي ثمة إمكانية إنني إنصحح contrat مع الل مع الموسسة,6.021
sample_00009389,وقتها إتحطيت قدام ال choix est ce que بش نقرى الح بش نخدم الحاجة لي قريتها ولا الحاجة لي عجبتني ولقيت روحي نخدم في موسسة كبيرة اللي هي معناها نا الناس الكل تعرف شنو معناها أ م عمري أربع  سنة مال مال stage بش تصحح contrat,14.241
sample_00009390,ياخي إخترت إنني إنصحح contrat,1.68
sample_00009391,وبعد مشيت لأمي قلت لها ريتها آكا الشهادة,2.42
sample_00009392,أعملها كواترو أعملها قرطاس قلوب آ دبر راسك آنا راني مانيش بش نخدم,4.181
sample_00009393,كيفاش في طولك في عرضك في أ في دار شنوا أخاطر أحنا نستناوا إنو أول آ soutien م يجي مالل مالوالدين مالأخوات من حاجات كيمن هكا وآنا أول عباد جات ضدي فا في الل في ال reconversion هاذي هي أمي وبابا وإخواتي على خاطر شنوا معناها إنتي تضيع أم لع السنوات هذيكا الكل بش في اللخر تلقى روحك أ تخدم,20.342
sample_00009394,وبالنسبة ليهم ماهيش خدمة خاطر أمي لإخر وقت ماهيش مقتنعة اللي آنا قاعدة نخدم وعلى خاطر فيهم آ في المهرجانات في السهريات تقول لي ربي ينوب عليك بخدمة,8.264
sample_00009395,يا بنتي والله عندي compte bancaire وعندي fiche de paie راني نخدم في موسسة لا لا ماهيش خدمة هذيا شنوا معناها إنتي تم تخرج الستة متاع الصباح تروح اللا نص الليل شبيك ما تخدمش كي العباد شبي درا شنوا شبي درا شنوا,12.241
sample_00009396,يا بنتي قلت لها هذيكا هي حاجة لي آنا عمل عليها جو إنتي شنيا م شنيا المشكلتك آكا الخمسة سنين لي قريتهم وين مشاوا مشاوا على رواحهم هيكا تجربة قلت لها وأكهو حاجة ما ما نعرفش ممكن تصلح ممكن ما تعرف ما تصلحش,12.685
sample_00009397,برا يا زمان وإيجا يا زمان وقتاش خذيت ال validation متاعي وقت اللي أمي شافتني في التلفزة آه والله طلعت تخدم بالحق بعد ثمانية سنين,8.461
sample_00009398,ثمانية سنين,0.96
sample_00009399,أمي وقتها ولات تتفزعك bon bien sûr خاطر حاجة عندها حاجة أم ملموسة قبل خاطر آنا j'étais journaliste وإمبعد كي شافتني هذيكا راهي بنتي,8.58
sample_00009400,أذيكا آنا حياتي الكل إنشجع فيها على أنها تمشي ل للتلفزة وتحب التلفزة و باهي وآنا نبدى نسمع عرفت نسمع في الكلام قدامي تبداوا عالأقل قوله وآنا مش موجودة ق قول قدامي راني إنجم نقول لك را مش صحيح راو إنتي قتلي لا,14.361
sample_00009401,كملت شديت الصحيح خدمت وكيما كل آ قطاع في تونس غير منظم و وغير مربوط بقوانين واضحة ثمة ما يسمى بالقلبة وما أدراك م ما القلبة,13.971
sample_00009402,وبداوا إمبعد تتراكم الفلوس هذيكا تتراكم من هنا من غادي نخدم منها م نخدم برشا آنا حاجات خاطر ما إنجمش نعمل حاجة واحدة آنا ما ما يجينيش النوم وقتها,10.101
sample_00009403,لا يلزمني ما نرقد كان ما نتهد intellectuellement و physiquement وما دام عندي وقت يلزمني نقع نقعد نعمل فيه حاجة حتى إنشد التاليفون نتفرج في حاجة ما ما إنجمش وإمبعد أذيكا هذايا الكل,11.241
sample_00009404,جاء التفسير إمخر أتاوا أ نوصلوا له,3.5
sample_00009405,إمبعد هذاكا,1.421
sample_00009406,نلقى روحي قاعدة دخلت في دوامة متاع خ برشا خدمة آ ماثماش assez de recul مانيش عارفة روحي آ هذا صحيح هذا غالط أي حاجة تجي قدامي نعملها من غير ما حسبت نلقى روحي فجأة صار un conflit في علاقة بالفلوس وفي علاقة بب ب بملكية فكرية,19.922
sample_00009407,وصلت إنني,1.22
sample_00009408,نلقى آ إنسان شايكي بيا زوز قضايا آ بالقانون أربعة وخمسين والقانون إنسيت نومروه آم,9
sample_00009409,خيانة آ مؤتمن voilà خيانة مؤتمن وأسمع يا اللي تسمع شنيا الخيانة المؤتمن page facebook فيها تسعتعشن ألف,7.88
sample_00009410,ومشرية بالفلوس,1.36
sample_00009411,كان إسمها حاجة أخرى قبل,1.48
sample_00009412,حكاية طويلة نلقى روحي في المركز,2.04
sample_00009413,آ نبحث قدام آ أ بوليس تونسي,4.08
sample_00009414,وبعد آ قاضي تونسي وفي اللخر عدم سماع الدعوى,3.96
sample_00009415,اللي هي حكاية تظهر هكا فيسع فيسع تعدات لكن هذاكا كان déclic بش نهار مالنهارات عملت dépression,9.761
sample_00009416,dépression إكتئاب حاد مض مشخص من عند طبيب نفساني,4.581
sample_00009417,واللي موش هذا برك,1.18
sample_00009418,ال dépression في بالي نعرفها حياتي الكل لكن وصلت لمرحلة إنو ثمة أحاسيس,5.541
sample_00009419,للتوا ما إنجمش آنا نحكي عليها أما كي يحكي عليها حد إنجم نقول له آنا كيفك آنا راني حسيت هكا,6.061
sample_00009420,إمبعد,0.86
sample_00009421,بعد برشا آ حاجات صاروا,2.16
sample_00009422,آ ومع برشا des séances مع الطبيب النفسي,3.64
sample_00009423,إكتشفت حاجتين أخرين en parallèle اللي عندي آ un syndrome bipolaire,5.081
sample_00009424,واللي عندي edhd,1.64
sample_00009425,وبخلاف la dépression لي هي في علاقة بالل بالحاجتين هذوما,3.381
sample_00009426,واللي إمبعد مع آ برشا ح كلام وحديث مع مع ال psychiatre متاعي عرفت إنو لو ما آنا جيت ماكنتش bipolaire,10.181
sample_00009427,وأذايا أول مرة نقولها publiquement راني ي مانيش آنا ه توا مانيش قدامكم نحكي لكم في الحكاية هذيا خاطر ال la bipolarité ثمة برشا ناس ماشي في بالهم اللي bipolaire ينجم أ يكون قاعد يق آ يقوم يكسر في الدار مثلا,13.262
sample_00009428,alors que non jamais de la vie,2.18
sample_00009429,أحنا الكلنا هو طبيب آ إنسيت إسمه لقبه hantouche أ spécialité bipola bipolarité يحكي عالموضوع أذايا عنده كتاب إسمه sommes nous tous bipolaires وخاصة بلدان اللا الحوض اللا المتوسط,14.622
sample_00009430,الل المرض هذا منتشر برشا أما أحنا ماناش مش مضر مرض هو إضطراب لكن فيه quelques régulations إنجموا نعملوها بورقيبة كان ياخو في دوا ماللي عمره تسعتعشن سنة وهو نفس الدوا لي آنا ناخو فيه actuellement par cycle,13.911
sample_00009431,اللي هو معدل للميزاج ما يخليش l'humeur تطلع برشا وإتطيح برشا tout simplement لا أكثر ولا أقل,5.88
sample_00009432,هذا الكل كون زيدوها مع ضيعت الحساب آنا متاع اللعنات قداش من لعنة تو,4.921
sample_00009433,عشرين هكا ثمة حاصيلو,1.76
sample_00009434,donc هذايا الكل صف ف ça ça fait de moi ce que je suis توا بل بالعكس وصلت لمرحلة اللي آنا je suis très fier اللي آ أ هذايا الكل عشته وفهمته وتجاوزته توا قب معناها كي كنت إنعيش قبل,13.981
sample_00009435,مانيش فاهمة آنا علاش آ ن ساعات هكا les cycles هذوكم متاع ال up وال down up down مانيش فاهمته mais توا نعرفه وإنجم أصلا نتعامل معاه وحاجة je la reçois comme une vague اللي قبل كان يشد شهر ولى توا يشد نهارين ثلاثة و je peux le comprendre و je peux v vivre avec,16.301
sample_00009436,وبالعكس أحسن حاجات عملتهم في حياتي وقت اللي آنا في ال phase up متاع ال bipolarité,6.041
sample_00009437,كي نبدى إن إن في ال up إنولي نخدم برشا إنولي très créative إنولي إنجم ما نرقدش حاجات كيفمن هكا juste هي يلزم واحد ي يعرف,9.321
sample_00009438,قد ما يطلع راهو قد ما يطيح donc الدوا هذاكا بش يخليه م ما يطيحش برشا بكا كان وصل لل للا لل down,8.12
sample_00009439,donc الفكرة هذيا الكل,2.128
sample_00009440,عاودت آ مزجتها,1.9
sample_00009441,وعملت بيها une deuxième reconversion professionnelle اللي قررت إنني آنا ما عادش نخدم في ال les médias classiques اليوم radio et télé في تونس,8.581
sample_00009442,البرة peut être أما في تونس لا وحبيت نمشي لثنية أخرى اللي هي reconversion vers le digital اللي هي توا عمري آنا أربعة وثلاثين سنة par rapport للناس المستعملين برشا لل digital la moyenne du de d de l'âge اللي هي خمسة وعشرين سنة حاجة la la génération z,18.687
sample_00009443,اللي آنا تجاوزتها génération z ومانيش آ ياسر positionnée par rapport للا لل communauté هذيكا وعملت un podcast,7.597
sample_00009444,autour de la santé mentale إسمه deep confessions podcast اللي إنجيب فيه عباد on partage مع بعضنا les expériences خاطر نعرف شنوا معناها إنسان يبدى en détresse وما يعرش يعبر على الكلام اللي هو يقوله يجي حد آخر يحكيه قدامه يقول له آنا بيدي عشت كيفك هذا هو ال هاذي هي الفكرة متاع اللا ال podcast والفكرة متاع الل ال speech الكله اللي آ la reconversion professionnelle راهي عمرها ماكانت حاجة آ خطر,27.023
sample_00009445,تنجم فيها زادا هي up و down عاللخر وخاصة كي تختار ثنية متاع آ freelance وراهو ما تستناش إنو العباد بش آ تفرح بيك تقول لك هيا تفضل مرحبا بيك في الل ال domaine جديد راهو ثمة فيه برشا آ تعب وبرشا résistance,14.992
sample_00009446,وزادا حتى الناس اللي يعيشوا في الما يسمى بال zone de confort حاجتنا بيهم هذوكم بش يخدموا في الإدارات ويخدموا في ال في البلايص متاع اللا الوظيفة العمومية et cetera il faut de tout pour أ pour faire un monde آنا إخترت ثنية وغير وغيري إختار برشا ثنايا,14.403
sample_00009447,واللي يحب يقعد stable مرحبا بيه واللي يحب يقعد كل مرة يعمل aventure جديدة ويحب على l'adrénaline وال dopamine وال ال sérotonine تبدى طايحة هر هرمون الرضا donc آ ماذا مافيها باس كان يعمل تعديل ما بيناتهم بش ينجم يعيش كيما يحب voilà,15.74
sample_00009448,آ je veux vous parler aujourd'hui أ des personnes âgées ou plus exactement des maisons de retraite,6.533
sample_00009449,أحنا في تونس آ la maison de retraite إسمها دار العجز يعني عجوز وعاجز يخلطوهم مع بعضهم تولي دار العجز ثمة برشا يسمييوهم دار العزعز,12.468
sample_00009450,bref آنا كنت مغرومة بدار العزعز,2.301
sample_00009451,نمشي إنعدي des après midi إنعدي بحذاهم عشوية تحفونة نحكي معاهم نسمعهم خاطر عندهم برشا حكايات برشا برشا برشا حكايات,8.665
sample_00009452,آ حكايات آ تحفونة أما تسخف,2.144
sample_00009453,آ d'ailleurs هوما إستانسوا بيا ولاوا كيف ندخل آ يقولوا لي آ ماعاش تمشي للبيت هذيكا إيجاني ليا آنا قبل,7.152
sample_00009454,وولينا صحاب,0.89
sample_00009455,مرة وآنا قاعدة بحذا خالتي فطومة خالتي فطومة م مرا كبيرة وضريرة,4.982
sample_00009456,لقيتها إتطيب في التاي,1.792
sample_00009457,عندها كانون وإتطيب في التاي,2.054
sample_00009458,خ عطاتني كويس تاي بنين بنين بنين,2.74
sample_00009459,ونظيف آك الكاس عملت عليه كيف,3.168
sample_00009460,قلت قداش آ آ هالناس هذوما جديرين بالإحترام أ مرا كبيرة وعاجزة مسيكنة elle fait de son mieux وشو كيفاش إتطيب في التاي وعاملة كيف,12.778
sample_00009461,آ في د دور المسنين متاع الدولة ما يقبلوا كانش آ les personnes ألي âgés اللي آ م م بدون سند,8.888
sample_00009462,ماعندهمش أولاد وماعندهمش عايلة ماعندهمش أ,2.586
sample_00009463,آ قعدت إنخمم قلت آنا علاش ما نعملش آنا دار المسنين لوحدي وإنجيب هاللا ال ال المسنين هذوما نعمل بيهم جو وحدي ونتلهى بيهم ونعملوا جو مع بعضنا,12.458
sample_00009464,effectivement مشيت نسئل قالوا لي لازمك كراس الشروط,3.832
sample_00009465,مشيت للوزارة المعنية بالأمر وعطاتني كراس شروط وشروط رهيبة,5.16
sample_00009466,قلت شعندي فيهم,0.807
sample_00009467,حليت الدار لولانية وجاتني مرا كبيرة تعاركت هي وأولادها,5.105
sample_00009468,قتلي بش نقعد بحذاك,1.018
sample_00009469,وبعداش جاني راجل كبير قال لي آنا ماعندي حتى مشكلة كوني في الليل إنخاف وحدي,6.4
sample_00009470,إنخاف لا إندوخ,1.779
sample_00009471,إنخاف لا نشرق,1.032
sample_00009472,إنخاف لا تصير لي حاجة وما يفيق بيا حتى حد إنحب نسكن بحذاك,3.902
sample_00009473,وجاتني خالتي سارة سرورة الله يرحمها,4.061
sample_00009474,هاربة من كنتها,0.987
sample_00009475,معذبتها في حياتها وولدها عنده بنية ياخذ لها في ال retraite متاعها,4.671
sample_00009476,elle a décidé بش تجي بحذايا,1.376
sample_00009477,أحنا هكاكا قاعدين شايخين وجات الوزارة قالت لي لا يلزم مش إنسكر لك الدار,6.703
sample_00009478,علاش,1.214
sample_00009479,على خاطر ال couloir يلزم un mètre vingt or ال couloir اللي آنا عندي un mètre بركا,5.382
sample_00009480,وسكرت لي الدار,1.092
sample_00009481,وقعدت خالتي سارة رجعت لكنتها وقعدت بالتاليفونات وقتاش بش تحل دار جديدة وقتاش بش تحل دار جديدة وآنا إنصبر فيها,8.365
sample_00009482,خالتي سارة إستناني شوية هاني بش إنحل,2.906
sample_00009483,أول ما حليت عمتلها تاليفون قتلي إيجا فيشع هزني,3.393
sample_00009484,مشيت لها نلقاها بال sac قدام الباب,2.019
sample_00009485,تستنى فيا هزيتها,2.385
sample_00009486,والفترة اللي عدتها بحذايا من أحلى الفترات تقول لي من أحلى الفترات ال اللي عشتها بحذاك,5.963
sample_00009487,خالتي سارة قعدت شهر بركا وماتت,2.704
sample_00009488,وآنا هازتها لل لل urgence في ال l'ambulance وهي مكبشة فيا تقول لي ليلى ما تسلمش فيا ليلى ما تسلمش فيا,6.856
