id,wav_path,duration_seconds,reference_word_count,prediction_word_count,word_edits,char_edits,wer,cer,bucket_flags,reference,prediction
sample_00010586,dataset/extracted_wavs/sample_00010586.wav,5.362,19,18,10,15,0.526316,0.159574,arabic_only_reference,يا سيدي مام م ما كليتها بالهف في الكليمتين وكل شي نتعداوا للسؤال لي بعده اللي كان محرج الحقيقة,يا سيدي مع م مع تليتة بالهفتري كليمتين وكل شي تعداوا للسؤال لي بعضه لي كان محرج لحقيقة
sample_00000537,dataset/extracted_wavs/sample_00000537.wav,6.620,13,14,8,17,0.615385,0.239437,code_switched_reference,vakay هي اول شركة nominée في ال catégorie هاذي في الجايزة العالمية هاذي,bacca اللي هي اول شركة nominé de la catégorie هاذي في الجهزة العلمية هاتي
sample_00012927,dataset/extracted_wavs/sample_00012927.wav,3.037,7,8,3,7,0.428571,0.162791,code_switched_reference,génération z اللي مازالوا صغيرونات بالكل تو,ال génération زاد اللي مازالوا صغيرونات بالكل توا
sample_00010330,dataset/extracted_wavs/sample_00010330.wav,5.185,16,16,1,1,0.062500,0.013889,code_switched_reference,يدخل فيه اكثر المخ وقت اللي انت تقرر بش انك تحب تكون في ال relation هذيا,يتخل فيه اكثر المخ وقت اللي انت تقرر بش انك تحب تكون في ال relation هذيا
sample_00006770,dataset/extracted_wavs/sample_00006770.wav,3.415,8,8,4,12,0.500000,0.279070,code_switched_reference,المشكلة في تونس c'est que ماثماش خلق للثروة,مش كيف تونس c'est comme ماثماش خلق الثروة
sample_00020150,dataset/extracted_wavs/sample_00020150.wav,4.091,9,8,2,5,0.222222,0.119048,code_switched_reference,مع المرا الي هي تخدم عندها femme de ménage,مع المرا الي هي تخدم عندها femme dominante
sample_00018468,dataset/extracted_wavs/sample_00018468.wav,7.013,12,10,3,7,0.250000,0.116667,code_switched_reference,ما ما نقول genre عنا une confidentialité donc ما نقول اسم حد,ما نقول genre عنا une confidentialité donc ما نقول اسنحدوك
sample_00019796,dataset/extracted_wavs/sample_00019796.wav,5.150,10,10,1,2,0.100000,0.037037,code_switched_reference,باللاهي كان فهمتوا ال joke هاذيا let's be friends like,بالله كان فهمتوا ال joke هاذيا let's be friends like
sample_00014334,dataset/extracted_wavs/sample_00014334.wav,3.043,6,6,0,0,0.000000,0.000000,arabic_only_reference,ا شفتهم كيفاش ا شادين الصف,ا شفتهم كيفاش ا شادين الصف
sample_00013078,dataset/extracted_wavs/sample_00013078.wav,3.109,8,9,3,5,0.375000,0.128205,code_switched_reference,كي نقلت لامارات ال panne الكبير كان انا,كي نقلت لي مرات ال pan الكبير كان انا
sample_00011775,dataset/extracted_wavs/sample_00011775.wav,3.953,11,11,3,5,0.272727,0.106383,code_switched_reference,قتلي ا bon désolé ا ل ل العرف الطلياني موش لهنا,قتلي ا bon désolé ا ل ل العرفة التلياني موش لناها
sample_00006446,dataset/extracted_wavs/sample_00006446.wav,2.355,5,5,1,1,0.200000,0.031250,code_switched_reference|short_clip,حاصيلو دورت الورقة نلقي hannibal,حاصيلو دورت الورقة لنلقي hannibal
sample_00005750,dataset/extracted_wavs/sample_00005750.wav,4.375,16,17,12,38,0.750000,0.447059,code_switched_reference,خادم شطر ال championnat متع تونس ومغطي نص المظاهرات بش في اللخر نلقي مية وتسعين دينار,خادم بش ترجعوا في ونعم قاعد تونس انقلت ينصم مظاهرات بش في اللخر من هالقلمة تسعين تينار
sample_00015355,dataset/extracted_wavs/sample_00015355.wav,3.210,9,8,2,5,0.222222,0.104167,code_switched_reference,وهذا c'est une petite anecdote اللي تقول لكم راو,وهذا c'est petite anecdote اللي تقول لكم راهو
sample_00001872,dataset/extracted_wavs/sample_00001872.wav,2.300,7,7,2,2,0.285714,0.060606,arabic_only_reference|short_clip,بعد شوية ما نجمتش انشد روحي مرجعت,بعد شوية ما انجمتش انشد روحي مرجعات
sample_00004404,dataset/extracted_wavs/sample_00004404.wav,8.675,26,27,7,8,0.269231,0.058394,code_switched_reference,صفاقس وقت تدخل عال l'internet ما تلقاش les bonnes informations ما تلقاش les bonnes choses ما تلقاش les bons avis et c'est à cause de vous,صفاقس وقت تدخل عال l'internet ما تلقاش les bonnes informations ما تلكش les bonne choses ما ت لقاش le bon zavi et c'est à cause de vous
sample_00010168,dataset/extracted_wavs/sample_00010168.wav,1.290,3,3,2,2,0.666667,0.133333,arabic_only_reference|short_clip,النيل ولي بحيرة,النيل ولا بوحيرة
sample_00015351,dataset/extracted_wavs/sample_00015351.wav,6.157,11,11,2,2,0.181818,0.026316,code_switched_reference,ودخلت عملت j'ai fait la même recherche tunisia entrepreneurs و opportunities,وتخلت عملت j'ai fait la même recherche tunisia entrepreneurs و opportunites
sample_00001882,dataset/extracted_wavs/sample_00001882.wav,0.880,2,3,3,5,1.500000,0.454545,arabic_only_reference|short_clip,خمستعشن الف,في مستعشن نل
sample_00016636,dataset/extracted_wavs/sample_00016636.wav,6.989,24,15,17,66,0.708333,0.481752,code_switched_reference,و نخمموا فيها كاي بلاصة باش نمشيولها quelque soit باش نخرجوا مالبلاد و الا باش نقعدوا فبلادنا معناها السفر ماهوش juste باش نخرجوا مالبلاد,و نخممو فيها كاي بلاصة بش نمشيو ولا quelque soit باش نخرجو مالبلادو ولا باش
sample_00005997,dataset/extracted_wavs/sample_00005997.wav,7.569,18,17,7,9,0.388889,0.113924,code_switched_reference,عاد ا بعد باربعة اشهر واحد مغربي يخدم معانا اخ هبط خذا ا taxi قال له هزني لرادس,عاد ا بعد بربعة شهر واحد مغربي يخدم معانا خ هبطت خذا ا taxi قالوا هزني انرادس
sample_00005775,dataset/extracted_wavs/sample_00005775.wav,1.052,2,2,1,3,0.500000,0.250000,arabic_only_reference|short_clip,توحشت البطاح,وحاجت البطاح
sample_00005044,dataset/extracted_wavs/sample_00005044.wav,15.958,44,41,9,21,0.204545,0.087866,code_switched_reference|long_clip,معناها بش نكون الرابط ما بين الكلام الصعيب متاع الطبي ا متاع ال médecine ال ل ل لا هاكا les les mots techniques اللا الحاجات لي ما نفهموهمش les formules chimiques et cetera بش انحاول كيفاش انوصلهم للناس الكل مهما كان المستوي الثقافي متاعهم,معناها بش نكون الرابط ما بين الكلام الصعيب متاع الطبي ا متاع المادسين ال ال ال هاكا les les motechniques اللا الحاجات لي ما نفهموهمش les formules chimiques et cetera بش انحاول كيفاش انوصلهم للناس الكل مهما كان المستواثقة في متاعهم
sample_00014568,dataset/extracted_wavs/sample_00014568.wav,1.199,2,2,0,0,0.000000,0.000000,arabic_only_reference|short_clip,المعركة الاساسية,المعركة الاساسية
sample_00014251,dataset/extracted_wavs/sample_00014251.wav,6.382,18,17,6,14,0.333333,0.175000,arabic_only_reference,ا ا ي ياخي مش ا عابرة ثمة بقعات اخرين في اللا الجنوب كيف كيف درناها شليلة ومليلة,ا ا ياخي موش عابرة ثمة بقعد اخرين في ال الجنوب كيف كيف احنا درناها شليلة ومليلة
sample_00004878,dataset/extracted_wavs/sample_00004878.wav,1.825,6,6,2,2,0.333333,0.064516,arabic_only_reference|short_clip,احنا ما انجموش نعملوا لا انجموا,احنا ما نجموش نعملوا لا ننجموا
sample_00002362,dataset/extracted_wavs/sample_00002362.wav,2.749,4,4,0,0,0.000000,0.000000,arabic_only_reference|short_clip,السيد في لخر توفي,السيد في لخر توفي
sample_00004406,dataset/extracted_wavs/sample_00004406.wav,1.451,3,3,0,0,0.000000,0.000000,code_switched_reference|short_clip,arrêtez d'être passif,arrêtez d'être passif
sample_00015910,dataset/extracted_wavs/sample_00015910.wav,8.059,22,21,11,15,0.500000,0.114504,code_switched_reference,très bien هاذا فيما يخص founder institute حتا لوقتاش مازالت محلولة ال candidature ل appel a candidature حتي لوقتاش الناس تنجم تشارك,très bien هاذايا فما يخص fondre institute حتي لوقتاش مازالت محلول ال candidature l'appel à candidature حتا لوقتهش ناس تنجم تشارك
sample_00013900,dataset/extracted_wavs/sample_00013900.wav,21.362,66,64,35,51,0.530303,0.145299,code_switched_reference|long_clip,وقتاش خطيبك ا فقت بيه يقابل في واحدة اخري وكلمت صاحبتك ومشيت بحذاها وعملتوا كاس تاي وشفت شعمل لي وما نعرش شنوا واندرا شن وانت شوف وقتاش عرفك حب يطردك مالخدمة ولا ال prof تبلي عليك وما عطاكش نو اذوكم رام باهيين يشرجيوك négativement يخليوك متقلق يخليوك مستراسي يخليوك علي اعصابك يخليوك في القهوة مالصباح لليل يخليوك بطال يخليوك ام ما عادش عينك في حتي شي,وقتاش خطيبك ا فقت بيه قابل في واحدة اخري وكلمت صاحبتك ومشيت بحذاه وعملتك castet وشفتش عملي وما نعرش شنوا واندرشن وانت شوف وقتاش عارفك حبي يتردك مالخدمة ولا ال prof تبل عليكم وعطاك شنو اذوكم راو مباهين يشرجيوك négatifement يخليوك متقلق يخلاوك مستراسي يخلق علي عصابك يخ ليوك في الكهوة مصباح لليلي يخ اليوك بطل يخ الليوكم ما عادش انك في حتي شي
sample_00010832,dataset/extracted_wavs/sample_00010832.wav,3.624,14,13,5,18,0.357143,0.233766,code_switched_reference,دبشي بوان كوم ils ont réussi à atteindre je pense un million dinar tunisienne,dabché.com ils ont réussi à atteindre je pense un million de l'inart tunisienne
sample_00008420,dataset/extracted_wavs/sample_00008420.wav,2.408,5,5,1,2,0.200000,0.074074,arabic_only_reference|short_clip,ونقعدوا صغار في بلادنا صغار,ونقعدوا الصغار في بلادنا صغار
sample_00007190,dataset/extracted_wavs/sample_00007190.wav,12.721,31,31,3,4,0.096774,0.023392,code_switched_reference|long_clip,الحقيقة ال réseau متاع العباد اللي ils t'entourent il est très important في ال business متاعك اما زادا il est très important علي خاطر عنده un impact sur ta vie personnelle,الحقيقة ال réseau متاع العباد اللي il t'entoure il est très important في ال business متاعك اما زادا il est trés important علي خاطر عنده un impact sur ta vie personnelle
sample_00006082,dataset/extracted_wavs/sample_00006082.wav,1.608,5,5,3,6,0.600000,0.272727,code_switched_reference|short_clip,mais c'est quoi le mec,et c'est quoi les mecs
sample_00019727,dataset/extracted_wavs/sample_00019727.wav,4.607,16,16,3,3,0.187500,0.044776,arabic_only_reference,حتي لين ولا يسمع في حاجات و يشوف في حاجات و قريب يدخل و يخرج فالحلة,حتي لين ولي يسمع في حاجات و يشوف في حجات و قري يدخل و يخرج فالحلة
sample_00002706,dataset/extracted_wavs/sample_00002706.wav,4.947,12,12,0,0,0.000000,0.000000,code_switched_reference,ممكن ا الحاجة هاذي بش تفرح étudiant واحد اخر ولا student اخر,ممكن ا الحاجة هاذي بش تفرح étudiant واحد اخر ولا student اخر
sample_00002767,dataset/extracted_wavs/sample_00002767.wav,1.057,1,1,0,0,0.000000,0.000000,arabic_only_reference|short_clip,نتفكر,نتفكر
sample_00012619,dataset/extracted_wavs/sample_00012619.wav,2.669,7,7,2,5,0.285714,0.135135,code_switched_reference|short_clip,ما ربحناش c'est vrai ماهيش اخر العالم,ما ربحناش c'est vrai ماهيش نقول لعالم
sample_00019390,dataset/extracted_wavs/sample_00019390.wav,3.507,8,11,5,9,0.625000,0.209302,code_switched_reference,and بالحق اكاللي يقلك بتمنيكوا عليك فال gym,and بالحق اكاللي يقول لي كي يتمنيك و عليك فال gym
sample_00004421,dataset/extracted_wavs/sample_00004421.wav,3.183,9,9,0,0,0.000000,0.000000,arabic_only_reference,كل واحد مننا راهو قادر بش يغير الدنيا الكل,كل واحد مننا راهو قادر بش يغير الدنيا الكل
sample_00007385,dataset/extracted_wavs/sample_00007385.wav,1.661,4,6,4,15,1.000000,0.789474,arabic_only_reference|short_clip,عام ستة وتسعين عرست,عام ستة وثلاثة سنين ماني برشا
sample_00013256,dataset/extracted_wavs/sample_00013256.wav,9.977,32,33,8,21,0.250000,0.126506,code_switched_reference,donc c'est vous dire comme combat est encore très très loin مازلنا وكونه اليوم نحكيوا est ce qu'on va lever le tabou مازلنا نحكيوا ب tabou est ce que بش انجموا نوصلوا,donc ا c'est vous dire que le combat est encore très très loin مازلنا وقالوا لهم نحكيوا est ce qu'on va lever le tabou مازالنا نحاولوا tabou est ce que بش انجموا نوصلوا
sample_00018363,dataset/extracted_wavs/sample_00018363.wav,12.000,35,37,10,21,0.285714,0.111111,code_switched_reference|long_clip,و هاذا علاش الرجال زادا راو يلزمهم يعرفوا معناها كيفما قلنا feminism is not a dirty word معناها راو being a feminist خاطر انا نسمعها برشا معناها اول ما تقلهم féministe يقلك انتي تكره الرجال,و هاذا علاش الرجال زادا راهو يلزمهم يعرفوه معناها كيما قلنا feminism is not a dirty word معناه راو being a feminist خاطر انا نسمعها برشا معنها اول ما تقلهم في مليس تقول اه انتي تكره رجال
sample_00016684,dataset/extracted_wavs/sample_00016684.wav,6.295,17,17,8,20,0.470588,0.246914,code_switched_reference,معناها tout ce qui est gettable عندي tout ce qui est gettable il est banni من mon,معناها tout ce qui est jetable معناها عندي tous qui es jetable il est banné من من
sample_00010324,dataset/extracted_wavs/sample_00010324.wav,1.632,2,2,2,8,1.000000,0.500000,code_switched_reference|short_clip,l'amour accompli,لمور accomplie
sample_00018915,dataset/extracted_wavs/sample_00018915.wav,9.495,26,26,8,20,0.307692,0.148148,code_switched_reference,spotify please do it because it helps me بش نخلط لاكثر nombre متع عباد كان you didn't subscribe to the podcast و الحق فاش تستناو معناها,but if i please do it because it helps me بش نخلط لاكثر نوبة متع عباد كان you didn't subscribe to the podcast بالحق فاش تستناوا
sample_00005789,dataset/extracted_wavs/sample_00005789.wav,3.939,15,15,8,10,0.533333,0.125000,arabic_only_reference,ولنا توفي خرافتنا وان شاء الله المرة الجاية نحكي لكم خرافة احلي خرافة اكثر ببرشا,ولانا طوفة خرافتنا وان شاء الله المرة الجاينة نحكي لكم خرفة احنا خرافي اكبر برشا
sample_00020092,dataset/extracted_wavs/sample_00020092.wav,5.294,13,12,5,9,0.384615,0.140625,arabic_only_reference,يعني فما افلام و سيريات انا في كان يا مكانش الحلقة توفي فالوطنية,يعني فما افلام و سيريات انا في كلمة كانش حلقة توفي فالوطنيا
sample_00009675,dataset/extracted_wavs/sample_00009675.wav,12.741,40,41,12,21,0.300000,0.107143,code_switched_reference|long_clip,donc الصباح ا قعدنا نحكيوا الساعة في الليل علي خاطر جا اللي يحكي بال l'anglais donc قعدت انا نحكي وهو يترجم et vice versa وقعدت نحكي مع les nanas ا elles sont elles sont ا en nombre de huit ثمانية,donc الصباح ا قعدنا نحكيوا ساعة في الليل علي خاطر جاء اللي يحكy بال l'anglais donc قعدت انا ن حكي هو يترجم et vice versa وقعد نح كيما علينا نه ا elles sont elles sont ا au nombre de huit ثمانية
sample_00008978,dataset/extracted_wavs/sample_00008978.wav,1.381,3,4,4,18,1.333333,0.947368,code_switched_reference|short_clip,j'adore cette photo,فهمت نعرش انت نقول
sample_00016551,dataset/extracted_wavs/sample_00016551.wav,1.489,4,4,3,3,0.750000,0.150000,arabic_only_reference|short_clip,هذايا لي احنا نوفروه,هاذايا لي نحنا نوفروها
sample_00017720,dataset/extracted_wavs/sample_00017720.wav,1.255,3,3,0,0,0.000000,0.000000,arabic_only_reference|short_clip,معدلاتي كانت متوسطة,معدلاتي كانت متوسطة
sample_00014952,dataset/extracted_wavs/sample_00014952.wav,3.465,13,12,4,9,0.307692,0.155172,code_switched_reference,donc ال défi لي عندي هو انكم تصفقوا عليا قد ما صفقتوا عليه,donc ال défi لي عندي هو انكم تصفقوا عليها تلقاوا تصفيقوا عليه
sample_00014810,dataset/extracted_wavs/sample_00014810.wav,2.848,6,7,3,12,0.500000,0.413793,code_switched_reference|short_clip|high_cer_moderate_wer,معنتها ça c'est sûr بعد thèse,امبعد ça c'est sûr pas de thèse
sample_00012499,dataset/extracted_wavs/sample_00012499.wav,3.534,9,9,0,0,0.000000,0.000000,code_switched_reference,réduire le nombre des bureaux de vote implique automatiquement,réduire le nombre des bureaux de vote implique automatiquement
sample_00020314,dataset/extracted_wavs/sample_00020314.wav,7.991,12,13,2,3,0.166667,0.041096,code_switched_reference,before getting in any relationship before ولا بعد ال break-up معناها فهمت,before getting in any relationship before و ولا بعد ال breakup معناها فهمت
sample_00008202,dataset/extracted_wavs/sample_00008202.wav,10.681,23,25,6,11,0.260870,0.088000,code_switched_reference|long_clip,donc بش توصل ل centre من هاذم الزوز لازمها بين ثلاثة واربعة سوايع transport وهذا ينجم يعكر حالتها ويخليها تنجم تموت في الثنية,donc بش توصل les centres من هذوما الزوز لازمها بين ثلاثة واربعة سوايع ال transport وهذا ينجم يعكر حالتها ويخليها تنج م تموت في الثنية
sample_00000164,dataset/extracted_wavs/sample_00000164.wav,16.455,50,46,23,41,0.460000,0.176724,code_switched_reference|long_clip,وديما نقول انا وين بش نغلط في موريطانيا نمشي نغلط غادي وامبعد انجي لا لا نعمل برنامج تافه ونعمل مسلسل تافه ومن حقي نغلط كيما الجوار في الكورة من حقه يضيع بلنتي و من حقه ا يفشل في الد ال demi finale من حقه من حقه ياخو فلوس كذا يتحاسب,وديما نقول انا ويبش نغلط في موريطانيا ويش انغلق غادي بعد انجي لا لا نعمل برنامج تافه ونعمل مسلسل تافة ومن حق ينغلد كيما الجوار في الكونة من حق ويضيع ال pilantie ومنحق يفشل في ال د ا demi finale منحقوا منحقيوا ياخو فلوس كذا يتحاسب
sample_00009847,dataset/extracted_wavs/sample_00009847.wav,2.416,4,4,0,0,0.000000,0.000000,code_switched_reference|short_clip,ا espace متاع liberté,ا espace متاع liberté
sample_00004279,dataset/extracted_wavs/sample_00004279.wav,1.780,5,3,3,23,0.600000,0.589744,code_switched_reference|short_clip|high_cer_moderate_wer|major_omission,champagne champagane استغفر الله العظيم,ستخفر الله العظيم
sample_00008754,dataset/extracted_wavs/sample_00008754.wav,2.924,5,8,8,23,1.600000,0.821429,arabic_only_reference|short_clip,ندوة ندوة يسميوها ندوة قرطبة,نلوها نلوه يسمدوه انا نلقوا تقول لك لبعدي
sample_00019589,dataset/extracted_wavs/sample_00019589.wav,3.004,6,5,2,2,0.333333,0.066667,arabic_only_reference,في وسط الجمعة نحضر كوراتي الكل,فوسط الجمعة نحضر كوراتي الكل
sample_00006317,dataset/extracted_wavs/sample_00006317.wav,5.486,17,15,5,10,0.294118,0.119048,code_switched_reference,ا صحيح نمشي برشا علي ساقيا كي اندبر بسكلات نمشي ببسكلات اما sinon ناخو ال train زادا,ا صحيح نمشي برشا عالسقايا كي اندبر بسكلات نماشي ببستكلات اما sinon ناخو train زادا
sample_00002621,dataset/extracted_wavs/sample_00002621.wav,4.295,9,9,2,10,0.222222,0.256410,arabic_only_reference,ما حركتش فمي ما خرجتش صوت اما انا تكلمت,ما حركتش fourmis ما خرجتش السوت اما انا تكلمت
sample_00011086,dataset/extracted_wavs/sample_00011086.wav,2.783,6,6,0,0,0.000000,0.000000,arabic_only_reference|short_clip,المنظمة هاذي موجودة في العالم كامل,المنظمة هاذي موجودة في العالم كامل
sample_00018916,dataset/extracted_wavs/sample_00018916.wav,4.270,11,11,1,1,0.090909,0.020408,code_switched_reference,i don't give a damn about لعوام ولا حتي شي معناها,i don't give a damn about العوام ولا حتي شي معناها
sample_00011596,dataset/extracted_wavs/sample_00011596.wav,0.506,1,1,1,3,1.000000,1.000000,arabic_only_reference|short_clip|major_omission,كان,باهي
sample_00018734,dataset/extracted_wavs/sample_00018734.wav,5.809,15,13,8,28,0.533333,0.337349,code_switched_reference,تلقي عايلتك لاهين بيه ماكش مستانس انك vingt quatre sur vingt quatre لاهي بروحك وحدك,تلقع عايلتك لاهيم بيه ماكش مستانس انك 24 sur 24 لاهيب روحك وحدك
sample_00009120,dataset/extracted_wavs/sample_00009120.wav,1.420,2,3,3,10,1.500000,0.625000,arabic_only_reference|short_clip,وننساوا المساواة,وانا تساوا نصولوا
sample_00020487,dataset/extracted_wavs/sample_00020487.wav,8.161,13,14,5,10,0.384615,0.144928,code_switched_reference,surtout les activités الجدد الي تحب تزيدهم في حياتك خصصلهم coin و خصص,surtout لل les activités جدد الي تحب تزيدهم في حياتك خاصلهم quoi و خاص
sample_00013380,dataset/extracted_wavs/sample_00013380.wav,16.147,27,27,2,5,0.074074,0.032468,code_switched_reference|long_clip,so كملت ال master degree متاعي الفين واربعتعش للفين وستتعش i used every single moment of my day volunteering ا community service ا doing all civil society,so كملت ال master degree متاعي الفين واربعتعش لالفين وستتعش i used every single moment of my day volunteering ا community service ا doing all seven society
sample_00004763,dataset/extracted_wavs/sample_00004763.wav,0.665,2,2,1,4,0.500000,0.500000,arabic_only_reference|short_clip|high_cer_moderate_wer,اس انخمم,نستني انخمم
sample_00006870,dataset/extracted_wavs/sample_00006870.wav,2.362,9,8,4,9,0.444444,0.225000,arabic_only_reference|short_clip,ما نعرش انا نقول راهو نح يمكن راهو نحاها,ما نعرش نقول راو نح يمكن نراوا نحاه
sample_00019246,dataset/extracted_wavs/sample_00019246.wav,1.666,5,5,0,0,0.000000,0.000000,arabic_only_reference|short_clip,و حتي من سلطان المدينة,و حتي من سلطان المدينة
sample_00014825,dataset/extracted_wavs/sample_00014825.wav,5.080,11,14,6,15,0.545455,0.300000,code_switched_reference,donc ا donc en fait اي produit ما نعرش كان تعرفوها,donc ا donc en fait اي produit ما نعرفش كنت نتعرفوا المعكا c e
sample_00014714,dataset/extracted_wavs/sample_00014714.wav,1.261,3,3,1,1,0.333333,0.076923,arabic_only_reference|short_clip,قلت زعمة علاش,قلت زعما علاش
sample_00003264,dataset/extracted_wavs/sample_00003264.wav,4.303,7,7,1,1,0.142857,0.031250,arabic_only_reference,ثمة ناس تفاعلت وجات من تونس الكل,ثمة ناس تفاعلت وجدت من تونس الكل
sample_00005814,dataset/extracted_wavs/sample_00005814.wav,11.721,36,37,34,137,0.944444,0.665049,code_switched_reference|long_clip,و réellement في تونس كان عنا sport électronique من غير ما نعرفوا علي خاطر في الوقت اذاكا الحوم كانت تلعب contre بعضها كيما نمشيوا انكوروا contre الحومة هذيا كان كنا نمشيوا انكوروا اما انكوروا countre strike,واللي انا انجي تونس كان اما شكون اللي تخميته بيضا عالفضاء الخاطر ال nocturne هاكا الحمورة كان تنظم تنتمورها فيها نعطيوا لي توا وقتها اللي ياخو معاها وياها كان هكا ما يشنطر وما نتعوم وما تنتز تراه
sample_00013105,dataset/extracted_wavs/sample_00013105.wav,8.368,17,17,3,4,0.176471,0.048193,arabic_only_reference,ما عملناش ثورة بش نقعدوا قاعدين ا انغامروا و وبقدرة ربي ا انجموا ان ن انجحوا بلادنا,ما عملناش ثورة بش نقعد وقاعدين ا انغامروا و وبقدرة ربي ا انجموا ان ان انجحوا بلادنا
sample_00012482,dataset/extracted_wavs/sample_00012482.wav,10.569,25,25,7,11,0.280000,0.069620,code_switched_reference|long_clip,الفين واثنعش الفين وثلاتعش اجتماعات عملناهم des meetings خدمنا مشينا قابلنا النواب رانا اسكنا في هذاكا باردو في المجلس التاسيسي لين ولينا ندخلوا ماغير بادجوات,الفين واثناش الفين وثلاتعش اجتماعات عملناهم des meetings خدمنا مشينا قابلنا النوا برانا سكننا في هذاكا باردو في المجلسة اسيسي لين ولينا ندخلوا ماغير بطجوات
sample_00013781,dataset/extracted_wavs/sample_00013781.wav,4.001,13,9,11,28,0.846154,0.444444,code_switched_reference,اي فرحان تعديت ال stage لول وال stage ساهل وبش تبدي تحلا اللعبة,اي فرحان تعديوا ستجدوه بالسج ساهره بش تداتح للاعبة
sample_00007565,dataset/extracted_wavs/sample_00007565.wav,3.740,7,7,4,10,0.571429,0.312500,arabic_only_reference,اما ردوا بالكم اهم حاجة مش هذايا,اما رد بالكم احب حاجة موشية اذة
sample_00002281,dataset/extracted_wavs/sample_00002281.wav,5.785,21,18,9,17,0.428571,0.193182,arabic_only_reference,ي اللي تعبته الكل اللي لي لي ا ا ا اللي كسروا لي راسي امي وبابا الكل ما يلزموش يمشي حرام,اللي اللي تعبته الكل اللي اللي ال ل لكسره اللي راسي امي وبابا الكل ما يلزمهش يمشي حرام
sample_00014477,dataset/extracted_wavs/sample_00014477.wav,3.154,7,7,1,1,0.142857,0.030303,arabic_only_reference,مشاوا للحسين بن علي قالوا له ترضي,مشاوا للحسين ابن علي قالوا له ترضي
sample_00005532,dataset/extracted_wavs/sample_00005532.wav,5.940,14,14,3,6,0.214286,0.063158,arabic_only_reference,باهي مازلنا مطولين في نهاية الستينات ونهاية الثمانينات هي تقريبا مرحلة النضال الفلسطيني فلسطيني,باهي مازلنا مطولين في نهاية الستينات ونهاية الثمانينات هي تقريبا مرحلة النظل فلسطيني فلوسطينين
sample_00016567,dataset/extracted_wavs/sample_00016567.wav,12.000,30,29,9,9,0.300000,0.056250,code_switched_reference|long_clip,يحب نجمو نقولوا يسيطر و الا يفرض الهيمنة متاعو فالموضوع باهي الارقام هاذيا الكل تثبت الي مازلنا مستحقين ليوم ال féminisme و الي مازال فما تمييز جنسي و فما جرائم,يحب نجموا نقولوا يسيط روالا يفرض الهيمنا متاعو فالموضوع باهي الالقام هاذيا الكل تثبت الي مازلنا مستحقين اليوم ال féminisme و الي مزال فما تميز جنسي و فما جرائم
sample_00016768,dataset/extracted_wavs/sample_00016768.wav,6.291,18,18,10,25,0.555556,0.231481,arabic_only_reference,الطريقة لولا هي التمويل المباشر هذايا لي نقومو بيه بطريقة مباشرة مع الشركات الكبيرة شوية موش الشركات الكبيرة,طريقة لولا هي التمويل المباشر هاذايا نقومو بيه بصفة مباشرة ماعنش اركات الكبيرة شوية معناها مش شركات كبيرة
sample_00013039,dataset/extracted_wavs/sample_00013039.wav,4.805,10,11,3,6,0.300000,0.115385,arabic_only_reference,ا تبقي ما ديبلوماتي ما اعترفوش بيهم وقعدت برشا بطالة,ا تبقي ا ما ديبلوماتي ما تعرفوش بيهم وقعدت برشا بطلع
sample_00019884,dataset/extracted_wavs/sample_00019884.wav,12.244,29,31,10,15,0.344828,0.086705,code_switched_reference|long_clip,متع فكرة متع مشروع يقلك يلاه خليني نتعمل علي ربي و نشوف كيفاش نجم نبدي المشروع متاعي نعرفو انو مختلف les programmes الي موجودين les programme d'incubation ولا d'accélération,متع فكرة نصع مشروع و يقلك يلا خليني نتعمل علي ربي و نشوف كيفاش نجم نبدا المشروع انت اي نعرفو انو مختلف les programmes لي موجودين les programmes d'incubation و l'accélération
sample_00005969,dataset/extracted_wavs/sample_00005969.wav,5.614,21,21,0,0,0.000000,0.000000,code_switched_reference,اول حاجة صارت لي مشكلة كبيرة ياسر وقت لي كنا نمشيوا c'est que les gens nous disent بانا لغة تحبوا تتكلموا,اول حاجة صارت لي مشكلة كبيرة ياسر وقت لي كنا نمشيوا c'est que les gens nous disent بانا لغة تحبوا تتكلموا
sample_00004909,dataset/extracted_wavs/sample_00004909.wav,2.743,12,10,8,16,0.666667,0.290909,arabic_only_reference|short_clip,توا وكان واحد فينا يدوخ لهنا حتي حد ما يعرف كيفاش يتدخل,او كان واحد فينا يدوخ لهنا حدنا عرفت بش يدخل
sample_00017923,dataset/extracted_wavs/sample_00017923.wav,3.242,13,12,5,12,0.384615,0.200000,code_switched_reference,كيما l'examen متع ال bac مثلا كان بش تقعد تبكي علي خاطرك جبت,كيفما l'examen متع ال bac متعكني بش تقعد تبكي عخاطر كي جبت
sample_00007287,dataset/extracted_wavs/sample_00007287.wav,9.082,24,25,10,13,0.416667,0.126214,code_switched_reference,ونهار قالوا لي ا يمينة راو ثمة poste ا في التل في التلفزة محلول ا تحبش ا تقدم روحك ا بش تخدم في التلفزة,ونهار قالوا لي ا يمينا راو ا ثمة post ا في التلف التلفزة محلو لا تحب بش ا تقدم روحك ا بش تخدم في التالجة
